2025-11-21T18:39:00Z,api-gateway,/v1/users,user-service,/users,120
2025-11-21T18:39:01Z,user-service,/users,db-user,/query,45
2025-11-21T15:47:20Z,api-gateway,/v1/users,user-service,/users,100
2025-11-21T15:47:20Z,user-service,/users,db-user,/query,30
2025-11-21T15:47:19Z,api-gateway,/v1/users,user-service,/users,101
2025-11-21T15:47:19Z,user-service,/users,db-user,/query,31
2025-11-21T15:47:18Z,api-gateway,/v1/users,user-service,/users,102
2025-11-21T15:47:18Z,user-service,/users,db-user,/query,32
2025-11-21T15:47:17Z,api-gateway,/v1/users,user-service,/users,103
2025-11-21T15:47:17Z,user-service,/users,db-user,/query,33
2025-11-21T15:47:16Z,api-gateway,/v1/users,user-service,/users,104
2025-11-21T15:47:16Z,user-service,/users,db-user,/query,34
2025-11-21T15:47:15Z,api-gateway,/v1/users,user-service,/users,105
2025-11-21T15:47:15Z,user-service,/users,db-user,/query,35
2025-11-21T15:47:14Z,api-gateway,/v1/users,user-service,/users,106
2025-11-21T15:47:14Z,user-service,/users,db-user,/query,36
2025-11-21T15:47:13Z,api-gateway,/v1/users,user-service,/users,107
2025-11-21T15:47:13Z,user-service,/users,db-user,/query,37
2025-11-21T15:47:12Z,api-gateway,/v1/users,user-service,/users,108
2025-11-21T15:47:12Z,user-service,/users,db-user,/query,38
2025-11-21T15:47:11Z,api-gateway,/v1/users,user-service,/users,109
2025-11-21T15:47:11Z,user-service,/users,db-user,/query,39
2025-11-21T15:47:10Z,api-gateway,/v1/users,user-service,/users,110
2025-11-21T15:47:10Z,user-service,/users,db-user,/query,40
2025-11-21T15:47:09Z,api-gateway,/v1/users,user-service,/users,111
2025-11-21T15:47:09Z,user-service,/users,db-user,/query,41
2025-11-21T15:47:08Z,api-gateway,/v1/users,user-service,/users,112
2025-11-21T15:47:08Z,user-service,/users,db-user,/query,42
2025-11-21T15:47:07Z,api-gateway,/v1/users,user-service,/users,113
2025-11-21T15:47:07Z,user-service,/users,db-user,/query,43
2025-11-21T15:47:06Z,api-gateway,/v1/users,user-service,/users,114
2025-11-21T15:47:06Z,user-service,/users,db-user,/query,44
2025-11-21T15:47:05Z,api-gateway,/v1/users,user-service,/users,115
2025-11-21T15:47:05Z,user-service,/users,db-user,/query,45
2025-11-21T15:47:04Z,api-gateway,/v1/users,user-service,/users,116
2025-11-21T15:47:04Z,user-service,/users,db-user,/query,46
2025-11-21T15:47:03Z,api-gateway,/v1/users,user-service,/users,117
2025-11-21T15:47:03Z,user-service,/users,db-user,/query,47
2025-11-21T15:47:02Z,api-gateway,/v1/users,user-service,/users,118
2025-11-21T15:47:02Z,user-service,/users,db-user,/query,48
2025-11-21T15:47:01Z,api-gateway,/v1/users,user-service,/users,119
2025-11-21T15:47:01Z,user-service,/users,db-user,/query,49
2025-11-21T15:47:00Z,api-gateway,/v1/users,user-service,/users,120
2025-11-21T15:47:00Z,user-service,/users,db-user,/query,30
2025-11-21T15:46:59Z,api-gateway,/v1/users,user-service,/users,121
2025-11-21T15:46:59Z,user-service,/users,db-user,/query,31
2025-11-21T15:46:58Z,api-gateway,/v1/users,user-service,/users,122
2025-11-21T15:46:58Z,user-service,/users,db-user,/query,32
